中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,16 ms,7 Mbps,956 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,78 ms,223 Mbps,28569 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,43 ms,579 Mbps,74137 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,29 ms,760 Mbps,97382 kB/s
140.84.179.114,443,140.84.179.114,MX,Atlanta,中转,55 ms,442 Mbps,56627 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,26 ms,428 Mbps,54886 kB/s
146.56.167.121,443,2607:a400:a:16b:0:7830:e8cf:faf2,US,Los Angeles,隧道,221 ms,66 Mbps,8451 kB/s
130.162.175.136,443,2606:f240:f00:6acf:0:fd4c:6069:6e52,US,Frankfurt,隧道,103 ms,260 Mbps,33382 kB/s
140.238.158.238,443,140.238.158.238,CA,Toronto,中转,25 ms,75 Mbps,9675 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,77 ms,304 Mbps,38912 kB/s
129.153.223.37,443,129.153.223.37,US,Los Angeles,中转,81 ms,352 Mbps,45056 kB/s
158.178.238.239,443,104.28.222.43,SG,Singapore,隧道,227 ms,34 Mbps,4390 kB/s
35.197.23.75,443,35.212.152.202,US,Seattle,隧道,85 ms,352 Mbps,45056 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,102 ms,283 Mbps,36249 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,118 ms,46 Mbps,5918 kB/s
141.147.40.199,443,2a0b:21c0:1007:1c7:0:7c2a:d9fa:165a,DE,Frankfurt,隧道,112 ms,264 Mbps,33792 kB/s
130.162.186.144,443,2a0b:21c0:100a:1b7:0:73b1:d1f8:2ad6,DE,Frankfurt,隧道,104 ms,113 Mbps,14540 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,78 ms,288 Mbps,36966 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,65 ms,405 Mbps,51916 kB/s
34.82.76.253,443,104.198.8.26,US,Seattle,隧道,79 ms,325 Mbps,41676 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,125 ms,167 Mbps,21401 kB/s
141.144.199.182,443,2a0b:21c0:100a:1f9:0:e8b4:a0ee:ba02,DE,Frankfurt,隧道,94 ms,234 Mbps,30003 kB/s
193.123.60.41,443,2a0b:21c0:1007:ca:0:caa6:e525:3c2a,DE,Frankfurt,隧道,118 ms,212 Mbps,27136 kB/s
47.88.15.127,443,47.88.15.127,US,San Jose,中转,83 ms,101 Mbps,13004 kB/s
138.3.254.39,443,138.3.254.39,DE,244 Mbps,31232 kB/s
35.230.79.26,443,35.212.152.202,US,Seattle,隧道,68 ms,418 Mbps,53555 kB/s
141.144.197.111,443,141.144.197.111,NL,Amsterdam,中转,111 ms,238 Mbps,30515 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,101 ms,84 Mbps,10752 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,92 ms,238 Mbps,30515 kB/s
141.147.34.169,443,2a0b:21c0:100a:1b4:0:794:f7e3:831a,DE,Frankfurt,隧道,103 ms,253 Mbps,32460 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,109 ms,208 Mbps,26624 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,75 ms,301 Mbps,38604 kB/s
