中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度,峰值速度数值
129.213.202.222,443,129.213.202.222,US,Ashburn,中转,6 ms,1400 Mbps,179200 kB/s,179200.0
129.213.130.70,443,129.213.130.70,US,Ashburn,中转,6 ms,768 Mbps,98406 kB/s,98406.0
18.216.55.100,443,18.216.55.100,US,Columbus,中转,27 ms,653 Mbps,83660 kB/s,83660.0
184.169.181.217,443,184.169.181.217,US,San Jose,中转,68 ms,428 Mbps,54886 kB/s,54886.0
192.9.139.160,443,192.9.139.160,US,San Jose,中转,60 ms,350 Mbps,44851 kB/s,44851.0
35.197.23.75,443,35.212.233.117,US,Seattle,隧道,70 ms,339 Mbps,43417 kB/s,43417.0
35.230.79.26,443,35.212.233.117,US,Seattle,隧道,70 ms,328 Mbps,42086 kB/s,42086.0
23.94.43.51,443,23.94.43.51,US,Seattle,中转,75 ms,301 Mbps,38604 kB/s,38604.0
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,95 ms,272 Mbps,34918 kB/s,34918.0
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,91 ms,256 Mbps,32768 kB/s,32768.0
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,88 ms,247 Mbps,31641 kB/s,31641.0
34.82.76.253,443,34.169.31.209,US,Seattle,隧道,74 ms,245 Mbps,31436 kB/s,31436.0
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,94 ms,238 Mbps,30515 kB/s,30515.0
158.101.221.74,443,2606:f240:f00:2be4:0:b890:6ca1:992f,DE,Frankfurt,隧道,89 ms,223 Mbps,28569 kB/s,28569.0
198.23.254.51,443,198.23.254.51,US,San Jose,中转,74 ms,222 Mbps,28467 kB/s,28467.0
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,160 ms,117 Mbps,15052 kB/s,15052.0
8.219.116.162,443,47.84.40.188,SG,Singapore,隧道,236 ms,58 Mbps,7469 kB/s,7469.0
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,105 ms,49 Mbps,6349 kB/s,6349.0
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,90 ms,48 Mbps,6220 kB/s,6220.0
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,96 ms,44 Mbps,5706 kB/s,5706.0
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,180 ms,40 Mbps,5213 kB/s,5213.0
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,170 ms,38 Mbps,4960 kB/s,4960.0
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,208 ms,38 Mbps,4909 kB/s,4909.0
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,233 ms,37 Mbps,4740 kB/s,4740.0
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,6 ms,34 Mbps,4456 kB/s,4456.0
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,200 ms,32 Mbps,4167 kB/s,4167.0
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,227 ms,30 Mbps,3850 kB/s,3850.0
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,201 ms,23 Mbps,3035 kB/s,3035.0
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,166 ms,21 Mbps,2750 kB/s,2750.0
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,247 ms,10 Mbps,1339 kB/s,1339.0
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,226 ms,2 Mbps,326 kB/s,326.0
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,354 ms,0 Mbps,8 kB/s,8.0
