中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度,峰值速度数值
129.213.202.222,443,129.213.202.222,US,Ashburn,中转,3 ms,1192 Mbps,152576 kB/s,152576.0
129.213.130.70,443,129.213.130.70,US,Ashburn,中转,7 ms,496 Mbps,63488 kB/s,63488.0
184.169.181.217,443,184.169.181.217,US,San Jose,中转,74 ms,394 Mbps,50483 kB/s,50483.0
34.82.76.253,443,34.127.97.83,US,Seattle,隧道,93 ms,363 Mbps,46489 kB/s,46489.0
35.230.79.26,443,35.212.233.117,US,Seattle,隧道,69 ms,362 Mbps,46387 kB/s,46387.0
18.216.55.100,443,18.216.55.100,US,Columbus,中转,13 ms,361 Mbps,46284 kB/s,46284.0
35.197.23.75,443,35.212.233.117,US,Seattle,隧道,71 ms,348 Mbps,44646 kB/s,44646.0
192.9.139.160,443,192.9.139.160,US,San Jose,中转,76 ms,268 Mbps,34304 kB/s,34304.0
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,96 ms,268 Mbps,34304 kB/s,34304.0
23.94.43.51,443,23.94.43.51,US,Seattle,中转,78 ms,260 Mbps,33280 kB/s,33280.0
198.23.254.51,443,198.23.254.51,US,San Jose,中转,78 ms,243 Mbps,31129 kB/s,31129.0
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,84 ms,240 Mbps,30822 kB/s,30822.0
143.47.176.251,443,2606:f240:f00:a683:0:9bbe:e3c2:8d6,DE,Frankfurt,隧道,92 ms,235 Mbps,30105 kB/s,30105.0
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,103 ms,212 Mbps,27238 kB/s,27238.0
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,98 ms,204 Mbps,26214 kB/s,26214.0
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,196 ms,114 Mbps,14643 kB/s,14643.0
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,3 ms,90 Mbps,11571 kB/s,11571.0
158.180.82.186,443,158.180.82.186,KR,Seoul,中转,192 ms,79 Mbps,10137 kB/s,10137.0
158.101.130.149,443,2602:ffe4:407:20d9:0:c08:9740:8831,SG,Singapore,隧道,244 ms,65 Mbps,8349 kB/s,8349.0
8.219.120.2,443,47.236.1.53,SG,Singapore,隧道,247 ms,52 Mbps,6765 kB/s,6765.0
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,240 ms,52 Mbps,6726 kB/s,6726.0
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,92 ms,50 Mbps,6454 kB/s,6454.0
158.180.95.219,443,2602:ffe4:407:20da:0:8302:28ed:7058,SG,Singapore,隧道,246 ms,49 Mbps,6275 kB/s,6275.0
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,172 ms,46 Mbps,5919 kB/s,5919.0
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,176 ms,41 Mbps,5368 kB/s,5368.0
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,172 ms,41 Mbps,5254 kB/s,5254.0
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,95 ms,39 Mbps,4996 kB/s,4996.0
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,241 ms,37 Mbps,4803 kB/s,4803.0
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,227 ms,37 Mbps,4798 kB/s,4798.0
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,213 ms,34 Mbps,4371 kB/s,4371.0
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,91 ms,33 Mbps,4303 kB/s,4303.0
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,232 ms,32 Mbps,4113 kB/s,4113.0
8.219.52.156,443,8.219.69.217,SG,Singapore,隧道,237 ms,26 Mbps,3387 kB/s,3387.0
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,200 ms,16 Mbps,2146 kB/s,2146.0
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,245 ms,5 Mbps,747 kB/s,747.0
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,181 ms,4 Mbps,639 kB/s,639.0
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,242 ms,2 Mbps,310 kB/s,310.0
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,181 ms,0 Mbps,80 kB/s,80.0
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,381 ms,0 Mbps,7 kB/s,7.0
