中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度,峰值速度数值
129.213.202.222,443,129.213.202.222,US,Ashburn,中转,5 ms,1336 Mbps,171008 kB/s,171008.0
129.213.130.70,443,129.213.130.70,US,Ashburn,中转,8 ms,1320 Mbps,168960 kB/s,168960.0
18.216.55.100,443,18.216.55.100,US,Columbus,中转,24 ms,622 Mbps,79667 kB/s,79667.0
184.169.181.217,443,184.169.181.217,US,San Jose,中转,67 ms,422 Mbps,54067 kB/s,54067.0
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,59 ms,372 Mbps,47616 kB/s,47616.0
192.9.139.160,443,192.9.139.160,US,San Jose,中转,67 ms,355 Mbps,45465 kB/s,45465.0
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,119 ms,299 Mbps,38297 kB/s,38297.0
35.197.23.75,443,35.212.170.84,US,Seattle,隧道,76 ms,298 Mbps,38195 kB/s,38195.0
35.230.79.26,443,35.212.170.84,US,Seattle,隧道,78 ms,292 Mbps,37478 kB/s,37478.0
130.162.166.152,443,2a0b:21c0:1007:c7:0:a14d:fdd4:8f91,DE,Frankfurt,隧道,98 ms,260 Mbps,33382 kB/s,33382.0
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,96 ms,255 Mbps,32665 kB/s,32665.0
143.47.176.251,443,2a0b:21c0:1007:1c9:0:c3db:6fbd:c07e,DE,Frankfurt,隧道,90 ms,251 Mbps,32153 kB/s,32153.0
23.94.43.51,443,23.94.43.51,US,Seattle,中转,86 ms,245 Mbps,31436 kB/s,31436.0
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,93 ms,242 Mbps,31027 kB/s,31027.0
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,87 ms,239 Mbps,30617 kB/s,30617.0
158.101.221.74,443,23.236.112.222,DE,Frankfurt,隧道,96 ms,229 Mbps,29388 kB/s,29388.0
34.82.76.253,443,34.127.97.83,US,Seattle,隧道,72 ms,220 Mbps,28262 kB/s,28262.0
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,165 ms,115 Mbps,14745 kB/s,14745.0
158.180.82.186,443,158.180.82.186,KR,Seoul,中转,189 ms,79 Mbps,10137 kB/s,10137.0
129.146.7.98,443,2a09:bac5:60e9:78::c:39c,US,Los Angeles,隧道,59 ms,77 Mbps,9943 kB/s,9943.0
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,5 ms,76 Mbps,9753 kB/s,9753.0
158.101.130.149,443,128.14.110.204,SG,Singapore,隧道,240 ms,64 Mbps,8204 kB/s,8204.0
141.144.253.109,443,141.144.253.109,DE,Frankfurt,中转,93 ms,48 Mbps,6251 kB/s,6251.0
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,94 ms,47 Mbps,6057 kB/s,6057.0
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,96 ms,46 Mbps,5898 kB/s,5898.0
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,92 ms,44 Mbps,5713 kB/s,5713.0
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,91 ms,42 Mbps,5481 kB/s,5481.0
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,226 ms,40 Mbps,5212 kB/s,5212.0
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,162 ms,38 Mbps,4991 kB/s,4991.0
193.123.80.245,443,193.123.80.245,AE,Frankfurt,中转,198 ms,36 Mbps,4610 kB/s,4610.0
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,215 ms,28 Mbps,3690 kB/s,3690.0
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,290 ms,8 Mbps,1113 kB/s,1113.0
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,200 ms,6 Mbps,817 kB/s,817.0
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,159 ms,4 Mbps,515 kB/s,515.0
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,210 ms,2 Mbps,335 kB/s,335.0
47.57.233.126,443,47.89.252.205,US,San Jose,隧道,219 ms,2 Mbps,264 kB/s,264.0
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,172 ms,1 Mbps,151 kB/s,151.0
149.129.8.215,443,47.88.8.186,US,San Jose,隧道,236 ms,1 Mbps,138 kB/s,138.0
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,226 ms,0 Mbps,24 kB/s,24.0
47.57.13.107,443,8.212.11.54,HK,Hong Kong,隧道,226 ms,0 Mbps,5 kB/s,5.0
