中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度,峰值速度数值
18.216.55.100,443,18.216.55.100,US,Columbus,中转,25 ms,609 Mbps,78028 kB/s,78028.0
43.153.80.208,443,43.153.80.208,US,San Jose,中转,61 ms,467 Mbps,59801 kB/s,59801.0
192.9.139.160,443,192.9.139.160,US,San Jose,中转,58 ms,379 Mbps,48537 kB/s,48537.0
35.230.79.26,443,35.212.173.121,US,Seattle,隧道,69 ms,366 Mbps,46899 kB/s,46899.0
43.153.103.203,443,43.153.103.203,US,San Jose,中转,60 ms,360 Mbps,46080 kB/s,46080.0
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,57 ms,332 Mbps,42598 kB/s,42598.0
35.197.23.75,443,35.212.173.121,US,Seattle,隧道,69 ms,328 Mbps,41984 kB/s,41984.0
192.9.236.144,443,192.9.236.144,US,San Jose,中转,61 ms,291 Mbps,37273 kB/s,37273.0
23.94.43.51,443,23.94.43.51,US,Seattle,中转,70 ms,284 Mbps,36352 kB/s,36352.0
34.82.76.253,443,34.83.12.158,US,Seattle,隧道,80 ms,258 Mbps,33075 kB/s,33075.0
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,94 ms,240 Mbps,30720 kB/s,30720.0
152.70.62.177,443,163.123.193.24,DE,Frankfurt,隧道,108 ms,197 Mbps,25292 kB/s,25292.0
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,107 ms,196 Mbps,25088 kB/s,25088.0
184.169.181.217,443,184.169.181.217,US,San Jose,中转,63 ms,190 Mbps,24371 kB/s,24371.0
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,103 ms,189 Mbps,24268 kB/s,24268.0
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,184 ms,111 Mbps,14233 kB/s,14233.0
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,177 ms,110 Mbps,14131 kB/s,14131.0
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,177 ms,45 Mbps,5770 kB/s,5770.0
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,177 ms,43 Mbps,5514 kB/s,5514.0
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,92 ms,42 Mbps,5394 kB/s,5394.0
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,202 ms,40 Mbps,5182 kB/s,5182.0
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,169 ms,36 Mbps,4729 kB/s,4729.0
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,170 ms,36 Mbps,4626 kB/s,4626.0
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,97 ms,18 Mbps,2384 kB/s,2384.0
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,5 ms,7 Mbps,974 kB/s,974.0
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,1262 ms,0 Mbps,98 kB/s,98.0
129.146.46.164,443,129.146.46.164,330 Mbps,42291 kB/s,,,,,
