中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度,峰值速度数值
192.9.139.160,443,192.9.139.160,US,San Jose,中转,2 ms,794 Mbps,101683 kB/s,101683.0
35.230.79.26,443,35.212.215.237,US,Seattle,隧道,26 ms,760 Mbps,97280 kB/s,97280.0
192.18.130.65,443,192.18.130.65,US,San Jose,中转,7 ms,651 Mbps,83353 kB/s,83353.0
34.82.76.253,443,35.185.230.104,US,Seattle,隧道,25 ms,620 Mbps,79360 kB/s,79360.0
198.23.254.51,443,198.23.254.51,US,San Jose,中转,4 ms,534 Mbps,68403 kB/s,68403.0
23.94.43.51,443,23.94.43.51,US,Seattle,中转,20 ms,490 Mbps,62771 kB/s,62771.0
18.216.55.100,443,18.216.55.100,US,Chicago,中转,69 ms,392 Mbps,50176 kB/s,50176.0
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,72 ms,380 Mbps,48640 kB/s,48640.0
35.197.23.75,443,35.212.215.237,US,Seattle,隧道,28 ms,364 Mbps,46694 kB/s,46694.0
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,37 ms,307 Mbps,39321 kB/s,39321.0
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,115 ms,208 Mbps,26624 kB/s,26624.0
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,194 ms,195 Mbps,24985 kB/s,24985.0
35.202.158.120,443,35.202.158.120,US,Chicago,中转,58 ms,180 Mbps,23040 kB/s,23040.0
64.110.75.145,443,64.110.75.145,KR,San Jose,中转,145 ms,164 Mbps,20992 kB/s,20992.0
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,185 ms,156 Mbps,19968 kB/s,19968.0
47.91.18.127,443,240b:4009:25a:1801:ffff:783f:74e5:c3f0,JP,San Jose,隧道,125 ms,152 Mbps,19456 kB/s,19456.0
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,176 ms,150 Mbps,19251 kB/s,19251.0
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,169 ms,142 Mbps,18227 kB/s,18227.0
129.154.207.203,443,2a09:bac1:3f00::3d0:5b,KR,Hong Kong,隧道,134 ms,141 Mbps,18124 kB/s,18124.0
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,171 ms,127 Mbps,16281 kB/s,16281.0
158.180.82.186,443,158.180.82.186,KR,Hong Kong,中转,141 ms,123 Mbps,15769 kB/s,15769.0
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,171 ms,119 Mbps,15257 kB/s,15257.0
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,164 ms,117 Mbps,15052 kB/s,15052.0
144.24.167.37,443,2a0b:21c0:1007:1cb:0:410b:d323:318f,DE,Frankfurt,隧道,166 ms,117 Mbps,15052 kB/s,15052.0
192.9.177.204,443,192.9.177.204,AU,Sydney,中转,158 ms,114 Mbps,14643 kB/s,14643.0
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,158 ms,113 Mbps,14540 kB/s,14540.0
158.101.220.192,443,2606:f240:f00:5a42:0:5145:c7d6:9e68,US,Frankfurt,隧道,183 ms,102 Mbps,13107 kB/s,13107.0
168.138.149.17,443,168.138.149.17,BR,São Paulo,中转,197 ms,83 Mbps,10649 kB/s,10649.0
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,237 ms,77 Mbps,9975 kB/s,9975.0
129.146.16.219,443,129.146.16.219,US,Los Angeles,中转,26 ms,70 Mbps,8975 kB/s,8975.0
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,174 ms,48 Mbps,6240 kB/s,6240.0
184.169.181.217,443,184.169.181.217,US,San Jose,中转,31 ms,47 Mbps,6045 kB/s,6045.0
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,175 ms,46 Mbps,5894 kB/s,5894.0
131.186.17.132,443,131.186.17.132,KR,Hong Kong,中转,141 ms,45 Mbps,5779 kB/s,5779.0
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,70 ms,44 Mbps,5724 kB/s,5724.0
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,193 ms,44 Mbps,5716 kB/s,5716.0
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,163 ms,44 Mbps,5660 kB/s,5660.0
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,201 ms,43 Mbps,5516 kB/s,5516.0
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,67 ms,42 Mbps,5492 kB/s,5492.0
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,162 ms,42 Mbps,5432 kB/s,5432.0
168.138.212.80,443,168.138.212.80,JP,San Jose,中转,176 ms,42 Mbps,5382 kB/s,5382.0
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,164 ms,41 Mbps,5342 kB/s,5342.0
146.56.176.143,443,146.56.176.143,KR,San Jose,中转,144 ms,41 Mbps,5306 kB/s,5306.0
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,187 ms,40 Mbps,5222 kB/s,5222.0
168.138.50.249,443,168.138.50.249,JP,Osaka,中转,166 ms,37 Mbps,4823 kB/s,4823.0
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,179 ms,36 Mbps,4631 kB/s,4631.0
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,182 ms,34 Mbps,4356 kB/s,4356.0
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,183 ms,28 Mbps,3681 kB/s,3681.0
129.151.148.35,443,129.151.148.35,AE,Hong Kong,中转,286 ms,27 Mbps,3468 kB/s,3468.0
8.222.171.165,443,8.219.69.217,SG,Singapore,隧道,189 ms,15 Mbps,2028 kB/s,2028.0
146.56.162.25,443,146.56.162.25,KR,Hong Kong,中转,156 ms,11 Mbps,1506 kB/s,1506.0
47.90.141.204,443,91.149.239.238,US,Los Angeles,隧道,67 ms,4 Mbps,614 kB/s,614.0
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,186 ms,3 Mbps,412 kB/s,412.0
149.129.8.215,443,47.254.26.25,US,San Jose,隧道,186 ms,2 Mbps,360 kB/s,360.0
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,403 ms,0 Mbps,14 kB/s,14.0
